region_id,region_name,date,snow_cover
changdu-karuo,昌都市卡若区,2024-11,0
changdu-karuo,昌都市卡若区,2024-12,0
changdu-luolong,昌都市洛隆县,2024-01,35.3
changdu-luolong,昌都市洛隆县,2024-02,34.8
changdu-luolong,昌都市洛隆县,2024-03,30.5
changdu-luolong,昌都市洛隆县,2024-04,27.1
changdu-luolong,昌都市洛隆县,2024-05,22.5
changdu-luolong,昌都市洛隆县,2024-06,18.6
changdu-luolong,昌都市洛隆县,2024-07,8.0
changdu-luolong,昌都市洛隆县,2024-08,8.7
changdu-luolong,昌都市洛隆县,2024-09,12.4
changdu-luolong,昌都市洛隆县,2024-10,5.1
changdu-luolong,昌都市洛隆县,2024-11,14.8
changdu-luolong,昌都市洛隆县,2024-12,14.4
changdu-leiwuqi,昌都市类乌齐县,2024-01,32.4
changdu-leiwuqi,昌都市类乌齐县,2024-02,33.0
changdu-leiwuqi,昌都市类乌齐县,2024-03,26.9
changdu-leiwuqi,昌都市类乌齐县,2024-04,27.6
changdu-leiwuqi,昌都市类乌齐县,2024-05,21.6
changdu-leiwuqi,昌都市类乌齐县,2024-06,16.1
changdu-leiwuqi,昌都市类乌齐县,2024-07,6.9
changdu-leiwuqi,昌都市类乌齐县,2024-08,12.6
changdu-leiwuqi,昌都市类乌齐县,2024-09,6.8
changdu-leiwuqi,昌都市类乌齐县,2024-10,11.2
changdu-leiwuqi,昌都市类乌齐县,2024-11,8.4
changdu-leiwuqi,昌都市类乌齐县,2024-12,10.3
changdu-jiangda,昌都市江达县,2024-01,31.1
changdu-jiangda,昌都市江达县,2024-02,21.4
changdu-jiangda,昌都市江达县,2024-03,21.8
changdu-jiangda,昌都市江达县,2024-04,15.6
changdu-jiangda,昌都市江达县,2024-05,12.3
changdu-jiangda,昌都市江达县,2024-06,11.9
changdu-jiangda,昌都市江达县,2024-07,4.8
changdu-jiangda,昌都市江达县,2024-08,1.7
changdu-jiangda,昌都市江达县,2024-09,3.1
changdu-jiangda,昌都市江达县,2024-10,11.0
changdu-jiangda,昌都市江达县,2024-11,4.9
changdu-jiangda,昌都市江达县,2024-12,3.3
rikaze-xietongmen,日喀则市谢通门县,2024-01,43.3
rikaze-xietongmen,日喀则市谢通门县,2024-02,37.5
rikaze-xietongmen,日喀则市谢通门县,2024-03,37.0
rikaze-xietongmen,日喀则市谢通门县,2024-04,34.8
rikaze-xietongmen,日喀则市谢通门县,2024-05,27.7
rikaze-xietongmen,日喀则市谢通门县,2024-06,21.8
rikaze-xietongmen,日喀则市谢通门县,2024-07,11.2
rikaze-xietongmen,日喀则市谢通门县,2024-08,18.9
rikaze-xietongmen,日喀则市谢通门县,2024-09,15.9
rikaze-xietongmen,日喀则市谢通门县,2024-10,19.5
rikaze-xietongmen,日喀则市谢通门县,2024-11,21.1
rikaze-xietongmen,日喀则市谢通门县,2024-12,12.6
rikaze-jiangzi,日喀则市江孜县,2024-01,39.4
rikaze-jiangzi,日喀则市江孜县,2024-02,35.0
rikaze-jiangzi,日喀则市江孜县,2024-03,36.2
rikaze-jiangzi,日喀则市江孜县,2024-04,28.6
rikaze-jiangzi,日喀则市江孜县,2024-05,27.4
rikaze-jiangzi,日喀则市江孜县,2024-06,18.5
rikaze-jiangzi,日喀则市江孜县,2024-07,13.9
rikaze-jiangzi,日喀则市江孜县,2024-08,10.4
rikaze-jiangzi,日喀则市江孜县,2024-09,13.0
rikaze-jiangzi,日喀则市江孜县,2024-10,18.3
rikaze-jiangzi,日喀则市江孜县,2024-11,6.8
rikaze-jiangzi,日喀则市江孜县,2024-12,8.5
rikaze-kangma,日喀则市康马县,2024-01,47.8
rikaze-kangma,日喀则市康马县,2024-02,46.6
rikaze-kangma,日喀则市康马县,2024-03,39.8
rikaze-kangma,日喀则市康马县,2024-04,43.5
rikaze-kangma,日喀则市康马县,2024-05,31.6
rikaze-kangma,日喀则市康马县,2024-06,32.7
rikaze-kangma,日喀则市康马县,2024-07,21.2
rikaze-kangma,日喀则市康马县,2024-08,14.0
rikaze-kangma,日喀则市康马县,2024-09,22.9
rikaze-kangma,日喀则市康马县,2024-10,25.5
rikaze-kangma,日喀则市康马县,2024-11,23.4
rikaze-kangma,日喀则市康马县,2024-12,25.1
rikaze-zhongba,日喀则市仲巴县,2024-01,58.4
rikaze-zhongba,日喀则市仲巴县,2024-02,57.0
rikaze-zhongba,日喀则市仲巴县,2024-03,56.8
rikaze-zhongba,日喀则市仲巴县,2024-04,47.9
rikaze-zhongba,日喀则市仲巴县,2024-05,45.5
rikaze-zhongba,日喀则市仲巴县,2024-06,35.9
rikaze-zhongba,日喀则市仲巴县,2024-07,31.0
rikaze-zhongba,日喀则市仲巴县,2024-08,30.2
rikaze-zhongba,日喀则市仲巴县,2024-09,29.2
rikaze-zhongba,日喀则市仲巴县,2024-10,29.3
rikaze-zhongba,日喀则市仲巴县,2024-11,27.7
rikaze-zhongba,日喀则市仲巴县,2024-12,33.5
shannan-cuona,山南市措那县,2024-01,51.4
shannan-cuona,山南市措那县,2024-02,49.6
shannan-cuona,山南市措那县,2024-03,46.9
shannan-cuona,山南市措那县,2024-04,37.8
shannan-cuona,山南市措那县,2024-05,37.1
shannan-cuona,山南市措那县,2024-06,35.3
shannan-cuona,山南市措那县,2024-07,25.0
shannan-cuona,山南市措那县,2024-08,19.3
shannan-cuona,山南市措那县,2024-09,18.6
shannan-cuona,山南市措那县,2024-10,21.9
shannan-cuona,山南市措那县,2024-11,19.2
shannan-cuona,山南市措那县,2024-12,18.9
ali-gaize,阿里地区改则县,2024-01,57.5
ali-gaize,阿里地区改则县,2024-02,55.2
ali-gaize,阿里地区改则县,2024-03,53.1
ali-gaize,阿里地区改则县,2024-04,46.3
ali-gaize,阿里地区改则县,2024-05,39.2
ali-gaize,阿里地区改则县,2024-06,38.7
ali-gaize,阿里地区改则县,2024-07,32.5
ali-gaize,阿里地区改则县,2024-08,25.9
ali-gaize,阿里地区改则县,2024-09,24.1
ali-gaize,阿里地区改则县,2024-10,29.5
ali-gaize,阿里地区改则县,2024-11,30.5
ali-gaize,阿里地区改则县,2024-12,25.4
yushu-chengduo,玉树州称多县,2024-01,44.1
yushu-chengduo,玉树州称多县,2024-02,50.4
yushu-chengduo,玉树州称多县,2024-03,46.0
yushu-chengduo,玉树州称多县,2024-04,35.5
yushu-chengduo,玉树州称多县,2024-05,29.4
yushu-chengduo,玉树州称多县,2024-06,27.1
yushu-chengduo,玉树州称多县,2024-07,19.6
yushu-chengduo,玉树州称多县,2024-08,19.1
yushu-chengduo,玉树州称多县,2024-09,20.9
yushu-chengduo,玉树州称多县,2024-10,21.1
yushu-chengduo,玉树州称多县,2024-11,21.4
yushu-chengduo,玉树州称多县,2024-12,14.9
yushu-zaduo,玉树州杂多县,2024-01,43.0
yushu-zaduo,玉树州杂多县,2024-02,53.1
yushu-zaduo,玉树州杂多县,2024-03,45.3
yushu-zaduo,玉树州杂多县,2024-04,41.3
yushu-zaduo,玉树州杂多县,2024-05,33.5
yushu-zaduo,玉树州杂多县,2024-06,32.9
yushu-zaduo,玉树州杂多县,2024-07,26.2
yushu-zaduo,玉树州杂多县,2024-08,19.5
yushu-zaduo,玉树州杂多县,2024-09,24.6
yushu-zaduo,玉树州杂多县,2024-10,15.1
yushu-zaduo,玉树州杂多县,2024-11,15.0
yushu-zaduo,玉树州杂多县,2024-12,22.2
guoluo-maqin,果洛州玛沁县,2024-01,32.6
guoluo-maqin,果洛州玛沁县,2024-02,27.8
guoluo-maqin,果洛州玛沁县,2024-03,26.6
guoluo-maqin,果洛州玛沁县,2024-04,23.0
guoluo-maqin,果洛州玛沁县,2024-05,18.2
guoluo-maqin,果洛州玛沁县,2024-06,17.3
guoluo-maqin,果洛州玛沁县,2024-07,12.7
guoluo-maqin,果洛州玛沁县,2024-08,8.3
guoluo-maqin,果洛州玛沁县,2024-09,5.3
guoluo-maqin,果洛州玛沁县,2024-10,8.1
guoluo-maqin,果洛州玛沁县,2024-11,7.6
guoluo-maqin,果洛州玛沁县,2024-12,4.1
guoluo-jiuzhi,果洛州久治县,2024-01,22.0
guoluo-jiuzhi,果洛州久治县,2024-02,25.2
guoluo-jiuzhi,果洛州久治县,2024-03,19.6
guoluo-jiuzhi,果洛州久治县,2024-04,17.0
guoluo-jiuzhi,果洛州久治县,2024-05,16.8
guoluo-jiuzhi,果洛州久治县,2024-06,14.5
guoluo-jiuzhi,果洛州久治县,2024-07,8.0
guoluo-jiuzhi,果洛州久治县,2024-08,5.6
guoluo-jiuzhi,果洛州久治县,2024-09,4.1
guoluo-jiuzhi,果洛州久治县,2024-10,7.1
guoluo-jiuzhi,果洛州久治县,2024-11,5.4
guoluo-jiuzhi,果洛州久治县,2024-12,3.6
haibei-gangcha,海北州刚察县,2024-01,14.0
haibei-gangcha,海北州刚察县,2024-02,20.1
haibei-gangcha,海北州刚察县,2024-03,10.3
haibei-gangcha,海北州刚察县,2024-04,14.3
haibei-gangcha,海北州刚察县,2024-05,9.7
haibei-gangcha,海北州刚察县,2024-06,6.2
haibei-gangcha,海北州刚察县,2024-07,1.2
haibei-gangcha,海北州刚察县,2024-08,2.8
haibei-gangcha,海北州刚察县,2024-09,0
haibei-gangcha,海北州刚察县,2024-10,0
haibei-gangcha,海北州刚察县,2024-11,0
haibei-gangcha,海北州刚察县,2024-12,0
huangnan-zeku,黄南州泽库县,2024-01,22.9
huangnan-zeku,黄南州泽库县,2024-02,21.6
huangnan-zeku,黄南州泽库县,2024-03,26.3
huangnan-zeku,黄南州泽库县,2024-04,20.8
huangnan-zeku,黄南州泽库县,2024-05,13.9
huangnan-zeku,黄南州泽库县,2024-06,5.5
huangnan-zeku,黄南州泽库县,2024-07,8.0
huangnan-zeku,黄南州泽库县,2024-08,6.4
huangnan-zeku,黄南州泽库县,2024-09,5.6
huangnan-zeku,黄南州泽库县,2024-10,1.0
huangnan-zeku,黄南州泽库县,2024-11,8.4
huangnan-zeku,黄南州泽库县,2024-12,10.6
ganzi-shiqu,甘孜州石渠县,2024-01,46.6
ganzi-shiqu,甘孜州石渠县,2024-02,43.4
ganzi-shiqu,甘孜州石渠县,2024-03,42.8
ganzi-shiqu,甘孜州石渠县,2024-04,33.4
ganzi-shiqu,甘孜州石渠县,2024-05,32.0
ganzi-shiqu,甘孜州石渠县,2024-06,28.3
ganzi-shiqu,甘孜州石渠县,2024-07,20.2
ganzi-shiqu,甘孜州石渠县,2024-08,23.5
ganzi-shiqu,甘孜州石渠县,2024-09,20.7
ganzi-shiqu,甘孜州石渠县,2024-10,21.7
ganzi-shiqu,甘孜州石渠县,2024-11,22.7
ganzi-shiqu,甘孜州石渠县,2024-12,22.3
ganzi-seda,甘孜州色达县,2024-01,42.5
ganzi-seda,甘孜州色达县,2024-02,36.8
ganzi-seda,甘孜州色达县,2024-03,36.2
ganzi-seda,甘孜州色达县,2024-04,29.1
ganzi-seda,甘孜州色达县,2024-05,23.9
ganzi-seda,甘孜州色达县,2024-06,18.8
ganzi-seda,甘孜州色达县,2024-07,16.2
ganzi-seda,甘孜州色达县,2024-08,11.2
ganzi-seda,甘孜州色达县,2024-09,8.3
ganzi-seda,甘孜州色达县,2024-10,15.2
ganzi-seda,甘孜州色达县,2024-11,14.2
ganzi-seda,甘孜州色达县,2024-12,12.5
aba-hongyuan,阿坝州红原县,2024-01,20.8
aba-hongyuan,阿坝州红原县,2024-02,12.7
aba-hongyuan,阿坝州红原县,2024-03,17.7
aba-hongyuan,阿坝州红原县,2024-04,7.3
aba-hongyuan,阿坝州红原县,2024-05,6.5
aba-hongyuan,阿坝州红原县,2024-06,6.9
aba-hongyuan,阿坝州红原县,2024-07,4.6
aba-hongyuan,阿坝州红原县,2024-08,0.9
aba-hongyuan,阿坝州红原县,2024-09,0
aba-hongyuan,阿坝州红原县,2024-10,1.7
aba-hongyuan,阿坝州红原县,2024-11,5.8
aba-hongyuan,阿坝州红原县,2024-12,0
gannan-luqu,甘南州碌曲县,2024-01,19.3
gannan-luqu,甘南州碌曲县,2024-02,16.0
gannan-luqu,甘南州碌曲县,2024-03,17.3
gannan-luqu,甘南州碌曲县,2024-04,13.9
gannan-luqu,甘南州碌曲县,2024-05,10.9
gannan-luqu,甘南州碌曲县,2024-06,6.2
gannan-luqu,甘南州碌曲县,2024-07,0
gannan-luqu,甘南州碌曲县,2024-08,0
gannan-luqu,甘南州碌曲县,2024-09,0
gannan-luqu,甘南州碌曲县,2024-10,2.3
gannan-luqu,甘南州碌曲县,2024-11,0.4
gannan-luqu,甘南州碌曲县,2024-12,0
