region_id,region_name,date,ndvi
changdu-jiangda,昌都市江达县,2024-06,0.65685
rikaze-xietongmen,日喀则市谢通门县,2024-06,0.17425000000000002
rikaze-jiangzi,日喀则市江孜县,2024-06,0.23770000000000002
rikaze-kangma,日喀则市康马县,2024-06,0.19590000000000002
rikaze-zhongba,日喀则市仲巴县,2024-06,0.14955000000000002
shannan-cuona,山南市措那县,2024-06,0.3971
ali-gaize,阿里地区改则县,2024-06,0.07665000000000001
yushu-chengduo,玉树州称多县,2024-06,0.20170000000000002
yushu-zaduo,玉树州杂多县,2024-06,0.36960000000000004
guoluo-maqin,果洛州玛沁县,2024-06,0.13805
guoluo-jiuzhi,果洛州久治县,2024-06,0.23975000000000002
haibei-gangcha,海北州刚察县,2024-06,0.37765000000000004
huangnan-zeku,黄南州泽库县,2024-06,0.27615
ganzi-shiqu,甘孜州石渠县,2024-06,0.3422
ganzi-seda,甘孜州色达县,2024-06,0.24895
aba-hongyuan,阿坝州红原县,2024-06,0.45790000000000003
gannan-luqu,甘南州碌曲县,2024-06,0.18435
naqu-bange,那曲市班戈县,2024-07,0.3297
naqu-seni,那曲市色尼区,2024-07,0.25215
naqu-nierong,那曲市聂荣县,2024-07,0.5957
naqu-anduo,那曲市安多县,2024-07,0.2083
naqu-shenzha,那曲市申扎县,2024-07,0.16105
changdu-karuo,昌都市卡若区,2024-07,0.11905
changdu-luolong,昌都市洛隆县,2024-07,0.274
changdu-leiwuqi,昌都市类乌齐县,2024-07,0.5704
changdu-jiangda,昌都市江达县,2024-07,0.64125
rikaze-xietongmen,日喀则市谢通门县,2024-07,0.22990000000000002
rikaze-jiangzi,日喀则市江孜县,2024-07,0.2214
rikaze-kangma,日喀则市康马县,2024-07,0.23285
rikaze-zhongba,日喀则市仲巴县,2024-07,0.17335
shannan-cuona,山南市措那县,2024-07,0.6747000000000001
ali-gaize,阿里地区改则县,2024-07,0.07490000000000001
yushu-chengduo,玉树州称多县,2024-07,0.18355000000000002
yushu-zaduo,玉树州杂多县,2024-07,0.46435000000000004
guoluo-maqin,果洛州玛沁县,2024-07,0.1555
guoluo-jiuzhi,果洛州久治县,2024-07,0.2466
haibei-gangcha,海北州刚察县,2024-07,0.2333
huangnan-zeku,黄南州泽库县,2024-07,0.33440000000000003
ganzi-shiqu,甘孜州石渠县,2024-07,0.49425
ganzi-seda,甘孜州色达县,2024-07,0.1489
aba-hongyuan,阿坝州红原县,2024-07,0.68235
gannan-luqu,甘南州碌曲县,2024-07,0.32915
naqu-bange,那曲市班戈县,2024-08,0.39505
naqu-seni,那曲市色尼区,2024-08,0.24355000000000002
naqu-nierong,那曲市聂荣县,2024-08,0.43375
naqu-anduo,那曲市安多县,2024-08,0.1784
naqu-shenzha,那曲市申扎县,2024-08,0.16640000000000002
changdu-karuo,昌都市卡若区,2024-08,0.13565
changdu-luolong,昌都市洛隆县,2024-08,0.31010000000000004
changdu-leiwuqi,昌都市类乌齐县,2024-08,0.4111
changdu-jiangda,昌都市江达县,2024-08,0.6993
rikaze-xietongmen,日喀则市谢通门县,2024-08,0.23435
rikaze-jiangzi,日喀则市江孜县,2024-08,0.24335
rikaze-kangma,日喀则市康马县,2024-08,0.20805
rikaze-zhongba,日喀则市仲巴县,2024-08,0.3003
shannan-cuona,山南市措那县,2024-08,0.5850000000000001
ali-gaize,阿里地区改则县,2024-08,0.0775
yushu-chengduo,玉树州称多县,2024-08,0.2179
yushu-zaduo,玉树州杂多县,2024-08,0.29685
guoluo-maqin,果洛州玛沁县,2024-08,0.18815
guoluo-jiuzhi,果洛州久治县,2024-08,0.248
haibei-gangcha,海北州刚察县,2024-08,0.2995
huangnan-zeku,黄南州泽库县,2024-08,0.3032
ganzi-shiqu,甘孜州石渠县,2024-08,0.28900000000000003
ganzi-seda,甘孜州色达县,2024-08,0.13315000000000002
aba-hongyuan,阿坝州红原县,2024-08,0.59995
gannan-luqu,甘南州碌曲县,2024-08,0.24145
naqu-bange,那曲市班戈县,2024-09,0.19410000000000002
naqu-seni,那曲市色尼区,2024-09,0.1706
naqu-nierong,那曲市聂荣县,2024-09,0.43365000000000004
naqu-anduo,那曲市安多县,2024-09,0.16570000000000001
naqu-shenzha,那曲市申扎县,2024-09,0.14365
changdu-karuo,昌都市卡若区,2024-09,0.10085000000000001
changdu-luolong,昌都市洛隆县,2024-09,0.2467
changdu-leiwuqi,昌都市类乌齐县,2024-09,0.20445000000000002
changdu-jiangda,昌都市江达县,2024-09,0.7295
rikaze-xietongmen,日喀则市谢通门县,2024-09,0.18100000000000002
rikaze-jiangzi,日喀则市江孜县,2024-09,0.15595
rikaze-kangma,日喀则市康马县,2024-09,0.22240000000000001
rikaze-zhongba,日喀则市仲巴县,2024-09,0.26085
shannan-cuona,山南市措那县,2024-09,0.3205
ali-gaize,阿里地区改则县,2024-09,0.0751
yushu-chengduo,玉树州称多县,2024-09,0.19895000000000002
yushu-zaduo,玉树州杂多县,2024-09,0.25995
guoluo-maqin,果洛州玛沁县,2024-09,0.1525
guoluo-jiuzhi,果洛州久治县,2024-09,0.18965
haibei-gangcha,海北州刚察县,2024-09,0.21675
huangnan-zeku,黄南州泽库县,2024-09,0.24145
ganzi-shiqu,甘孜州石渠县,2024-09,0.2474
ganzi-seda,甘孜州色达县,2024-09,0.15125
aba-hongyuan,阿坝州红原县,2024-09,0.38365
gannan-luqu,甘南州碌曲县,2024-09,0.13795000000000002
naqu-bange,那曲市班戈县,2024-10,0.15
naqu-seni,那曲市色尼区,2024-10,0.10655
naqu-nierong,那曲市聂荣县,2024-10,0.2589
naqu-anduo,那曲市安多县,2024-10,0.12010000000000001
naqu-shenzha,那曲市申扎县,2024-10,0.1231
changdu-karuo,昌都市卡若区,2024-10,0.07970000000000001
changdu-luolong,昌都市洛隆县,2024-10,0.23155
changdu-leiwuqi,昌都市类乌齐县,2024-10,0.2167
changdu-jiangda,昌都市江达县,2024-10,0.3604
rikaze-xietongmen,日喀则市谢通门县,2024-10,0.1568
rikaze-jiangzi,日喀则市江孜县,2024-10,0.15715
rikaze-kangma,日喀则市康马县,2024-10,0.16290000000000002
rikaze-zhongba,日喀则市仲巴县,2024-10,0.17215
shannan-cuona,山南市措那县,2024-10,0.21715
ali-gaize,阿里地区改则县,2024-10,0.0685
yushu-chengduo,玉树州称多县,2024-10,0.1413
yushu-zaduo,玉树州杂多县,2024-10,0.22305
guoluo-maqin,果洛州玛沁县,2024-10,0.0776
guoluo-jiuzhi,果洛州久治县,2024-10,0.15375
haibei-gangcha,海北州刚察县,2024-10,0.17515
huangnan-zeku,黄南州泽库县,2024-10,0.1796
ganzi-shiqu,甘孜州石渠县,2024-10,0.14200000000000002
ganzi-seda,甘孜州色达县,2024-10,0.09905
aba-hongyuan,阿坝州红原县,2024-10,0.34335000000000004
gannan-luqu,甘南州碌曲县,2024-10,0.11505
naqu-bange,那曲市班戈县,2024-11,0.1371
naqu-seni,那曲市色尼区,2024-11,0.1355
naqu-nierong,那曲市聂荣县,2024-11,0.2109
naqu-anduo,那曲市安多县,2024-11,0.0828
naqu-shenzha,那曲市申扎县,2024-11,0.12300000000000001
changdu-karuo,昌都市卡若区,2024-11,0.0658
changdu-luolong,昌都市洛隆县,2024-11,0.1668
changdu-leiwuqi,昌都市类乌齐县,2024-11,0.1652
changdu-jiangda,昌都市江达县,2024-11,0.3635
rikaze-xietongmen,日喀则市谢通门县,2024-11,0.1288
rikaze-jiangzi,日喀则市江孜县,2024-11,0.1014
rikaze-kangma,日喀则市康马县,2024-11,0.10500000000000001
rikaze-zhongba,日喀则市仲巴县,2024-11,0.1405
shannan-cuona,山南市措那县,2024-11,0.2242
ali-gaize,阿里地区改则县,2024-11,0.0644
yushu-chengduo,玉树州称多县,2024-11,0.0708
yushu-zaduo,玉树州杂多县,2024-11,0.1819
guoluo-maqin,果洛州玛沁县,2024-11,0.08940000000000001
guoluo-jiuzhi,果洛州久治县,2024-11,0.15910000000000002
haibei-gangcha,海北州刚察县,2024-11,0.1308
huangnan-zeku,黄南州泽库县,2024-11,0.1246
ganzi-shiqu,甘孜州石渠县,2024-11,0.1019
ganzi-seda,甘孜州色达县,2024-11,0.0717
aba-hongyuan,阿坝州红原县,2024-11,0.2859
gannan-luqu,甘南州碌曲县,2024-11,0.15560000000000002
naqu-bange,那曲市班戈县,2024-12,0.14150000000000001
naqu-seni,那曲市色尼区,2024-12,0.10445
naqu-nierong,那曲市聂荣县,2024-12,0.19975
naqu-anduo,那曲市安多县,2024-12,0.08460000000000001
naqu-shenzha,那曲市申扎县,2024-12,0.09665
changdu-karuo,昌都市卡若区,2024-12,0.08270000000000001
changdu-luolong,昌都市洛隆县,2024-12,0.18030000000000002
changdu-leiwuqi,昌都市类乌齐县,2024-12,0.18835000000000002
changdu-jiangda,昌都市江达县,2024-12,0.2777
rikaze-xietongmen,日喀则市谢通门县,2024-12,0.11225
rikaze-jiangzi,日喀则市江孜县,2024-12,0.10205
rikaze-kangma,日喀则市康马县,2024-12,0.11030000000000001
rikaze-zhongba,日喀则市仲巴县,2024-12,0.13490000000000002
shannan-cuona,山南市措那县,2024-12,0.1653
ali-gaize,阿里地区改则县,2024-12,0.06380000000000001
yushu-chengduo,玉树州称多县,2024-12,0.10055
yushu-zaduo,玉树州杂多县,2024-12,0.18065
guoluo-maqin,果洛州玛沁县,2024-12,0.0646
guoluo-jiuzhi,果洛州久治县,2024-12,0.09935000000000001
haibei-gangcha,海北州刚察县,2024-12,0.1467
huangnan-zeku,黄南州泽库县,2024-12,0.1283
ganzi-shiqu,甘孜州石渠县,2024-12,0.1479
ganzi-seda,甘孜州色达县,2024-12,0.09285
aba-hongyuan,阿坝州红原县,2024-12,0.2897
gannan-luqu,甘南州碌曲县,2024-12,0.1038
