region_id,scene_date,ndvi,ndvi_change,vegetation_cover,snow_cover,grassland_type,degradation_level,carrying_capacity_sheep_unit,data_source,source_id,dataset_name,is_sample
ali-gaize,2024-05-15,0.2839,0%,28%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ali-gaize,2024-06-15,0.3582,0%,36%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ali-gaize,2024-07-15,0.3525,0%,35%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ali-gaize,2024-08-15,0.3074,0%,31%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ali-gaize,2024-09-15,0.321,0%,32%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ali-gaize,2024-10-15,0.2797,0%,28%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ali-gaize,2024-11-15,0.2045,0%,20%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ali-gaize,2024-12-15,0.2363,0%,24%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-jiangda,2024-01-15,0.3629,0%,36%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-jiangda,2024-02-15,0.3528,0%,35%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-jiangda,2024-03-15,0.4549,0%,45%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-jiangda,2024-04-15,0.4318,0%,43%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-jiangda,2024-05-15,0.528,0%,53%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-jiangda,2024-06-15,0.5024,0%,50%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-jiangda,2024-07-15,0.4784,0%,48%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-jiangda,2024-08-15,0.4325,0%,43%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-jiangda,2024-09-15,0.4192,0%,42%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-jiangda,2024-10-15,0.4201,0%,42%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-jiangda,2024-11-15,0.3643,0%,36%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-jiangda,2024-12-15,0.3417,0%,34%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-karuo,2024-01-15,0.3689,0%,37%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-karuo,2024-02-15,0.3508,0%,35%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-karuo,2024-03-15,0.3536,0%,35%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-karuo,2024-04-15,0.4266,0%,43%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-karuo,2024-05-15,0.5088,0%,51%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-karuo,2024-06-15,0.4556,0%,46%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-karuo,2024-07-15,0.4949,0%,49%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-karuo,2024-08-15,0.4739,0%,47%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-karuo,2024-09-15,0.4142,0%,41%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-karuo,2024-10-15,0.3991,0%,40%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-karuo,2024-11-15,0.3572,0%,36%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-karuo,2024-12-15,0.3907,0%,39%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-leiwuqi,2024-01-15,0.3091,0%,31%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-leiwuqi,2024-02-15,0.3661,0%,37%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-leiwuqi,2024-03-15,0.4321,0%,43%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-leiwuqi,2024-04-15,0.4421,0%,44%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-leiwuqi,2024-05-15,0.488,0%,49%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-leiwuqi,2024-06-15,0.504,0%,50%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-leiwuqi,2024-07-15,0.5264,0%,53%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-leiwuqi,2024-08-15,0.4931,0%,49%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-leiwuqi,2024-09-15,0.4319,0%,43%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-leiwuqi,2024-10-15,0.3471,0%,35%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-leiwuqi,2024-11-15,0.3669,0%,37%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-leiwuqi,2024-12-15,0.3325,0%,33%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-luolong,2024-01-15,0.3447,0%,34%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-luolong,2024-02-15,0.3354,0%,34%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-luolong,2024-03-15,0.3794,0%,38%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-luolong,2024-04-15,0.4177,0%,42%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-luolong,2024-05-15,0.5088,0%,51%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-luolong,2024-06-15,0.4819,0%,48%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-luolong,2024-07-15,0.4918,0%,49%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-luolong,2024-08-15,0.4888,0%,49%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-luolong,2024-09-15,0.402,0%,40%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-luolong,2024-10-15,0.3686,0%,37%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-luolong,2024-11-15,0.2846,0%,28%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
changdu-luolong,2024-12-15,0.2886,0%,29%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
gannan-luqu,2024-01-15,0.3047,0%,30%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
gannan-luqu,2024-02-15,0.3648,0%,36%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
gannan-luqu,2024-03-15,0.4478,0%,45%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
gannan-luqu,2024-04-15,0.4438,0%,44%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
gannan-luqu,2024-05-15,0.465,0%,46%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
gannan-luqu,2024-06-15,0.4812,0%,48%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
gannan-luqu,2024-07-15,0.4918,0%,49%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
gannan-luqu,2024-08-15,0.4284,0%,43%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
gannan-luqu,2024-09-15,0.4199,0%,42%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
gannan-luqu,2024-10-15,0.3792,0%,38%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
gannan-luqu,2024-11-15,0.3952,0%,40%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
gannan-luqu,2024-12-15,0.3494,0%,35%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-seda,2024-01-15,0.2479,0%,25%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-seda,2024-02-15,0.2039,0%,20%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-seda,2024-03-15,0.2074,0%,21%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-seda,2024-04-15,0.2514,0%,25%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-seda,2024-05-15,0.3336,0%,33%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-seda,2024-06-15,0.3461,0%,35%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-seda,2024-07-15,0.3559,0%,36%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-seda,2024-08-15,0.3026,0%,30%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-seda,2024-09-15,0.2582,0%,26%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-seda,2024-10-15,0.2008,0%,20%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-seda,2024-11-15,0.2442,0%,24%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-seda,2024-12-15,0.2319,0%,23%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-shiqu,2024-01-15,0.2542,0%,25%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-shiqu,2024-02-15,0.2589,0%,26%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-shiqu,2024-03-15,0.375,0%,38%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-shiqu,2024-04-15,0.3076,0%,31%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-shiqu,2024-05-15,0.3543,0%,35%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-shiqu,2024-06-15,0.3585,0%,36%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-shiqu,2024-07-15,0.3389,0%,34%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-shiqu,2024-08-15,0.3952,0%,40%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-shiqu,2024-09-15,0.3401,0%,34%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-shiqu,2024-10-15,0.2195,0%,22%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-shiqu,2024-11-15,0.2223,0%,22%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
ganzi-shiqu,2024-12-15,0.2336,0%,23%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-jiuzhi,2024-01-15,0.2813,0%,28%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-jiuzhi,2024-02-15,0.3373,0%,34%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-jiuzhi,2024-03-15,0.4105,0%,41%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-jiuzhi,2024-04-15,0.4634,0%,46%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-jiuzhi,2024-05-15,0.5189,0%,52%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-jiuzhi,2024-06-15,0.4912,0%,49%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-jiuzhi,2024-07-15,0.4458,0%,45%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-jiuzhi,2024-08-15,0.4533,0%,45%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-jiuzhi,2024-09-15,0.4609,0%,46%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-jiuzhi,2024-10-15,0.3914,0%,39%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-jiuzhi,2024-11-15,0.2811,0%,28%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-jiuzhi,2024-12-15,0.32,0%,32%,0%,山地草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-maqin,2024-01-15,0.2037,0%,20%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-maqin,2024-02-15,0.2462,0%,25%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-maqin,2024-03-15,0.2666,0%,27%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-maqin,2024-04-15,0.3146,0%,31%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-maqin,2024-05-15,0.2725,0%,27%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-maqin,2024-06-15,0.4093,0%,41%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-maqin,2024-07-15,0.3406,0%,34%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-maqin,2024-08-15,0.378,0%,38%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-maqin,2024-09-15,0.2647,0%,26%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-maqin,2024-10-15,0.2702,0%,27%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-maqin,2024-11-15,0.3293,0%,33%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
guoluo-maqin,2024-12-15,0.1947,0%,19%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
haibei-gangcha,2024-01-15,0.2664,0%,27%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
haibei-gangcha,2024-02-15,0.3081,0%,31%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
haibei-gangcha,2024-03-15,0.292,0%,29%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
haibei-gangcha,2024-04-15,0.3178,0%,32%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
haibei-gangcha,2024-05-15,0.2985,0%,30%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
haibei-gangcha,2024-06-15,0.3239,0%,32%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
haibei-gangcha,2024-07-15,0.347,0%,35%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
haibei-gangcha,2024-08-15,0.3408,0%,34%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
haibei-gangcha,2024-09-15,0.3123,0%,31%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
haibei-gangcha,2024-10-15,0.2471,0%,25%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
haibei-gangcha,2024-11-15,0.1998,0%,20%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
haibei-gangcha,2024-12-15,0.1974,0%,20%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
huangnan-zeku,2024-01-15,0.1897,0%,19%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
huangnan-zeku,2024-02-15,0.2636,0%,26%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
huangnan-zeku,2024-03-15,0.2057,0%,21%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
huangnan-zeku,2024-04-15,0.2986,0%,30%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
huangnan-zeku,2024-05-15,0.3492,0%,35%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
huangnan-zeku,2024-06-15,0.3949,0%,39%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
huangnan-zeku,2024-07-15,0.3477,0%,35%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
huangnan-zeku,2024-08-15,0.3557,0%,36%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
huangnan-zeku,2024-09-15,0.2829,0%,28%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
huangnan-zeku,2024-10-15,0.2391,0%,24%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
huangnan-zeku,2024-11-15,0.2141,0%,21%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
huangnan-zeku,2024-12-15,0.2666,0%,27%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-anduo,2024-01-15,0.2443,0%,24%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-anduo,2024-02-15,0.2077,0%,21%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-anduo,2024-03-15,0.3005,0%,30%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-anduo,2024-04-15,0.2785,0%,28%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-anduo,2024-05-15,0.3331,0%,33%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-anduo,2024-06-15,0.3404,0%,34%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-anduo,2024-07-15,0.349,0%,35%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-anduo,2024-08-15,0.3502,0%,35%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-anduo,2024-09-15,0.314,0%,31%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-anduo,2024-10-15,0.2719,0%,27%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-anduo,2024-11-15,0.2538,0%,25%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-anduo,2024-12-15,0.2351,0%,24%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-bange,2024-01-15,0.2201,0%,22%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-bange,2024-02-15,0.2391,0%,24%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-bange,2024-03-15,0.2718,0%,27%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-bange,2024-04-15,0.3296,0%,33%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-bange,2024-05-15,0.3319,0%,33%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-bange,2024-06-15,0.3043,0%,30%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-bange,2024-07-15,0.3556,0%,36%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-bange,2024-08-15,0.3177,0%,32%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-bange,2024-09-15,0.2884,0%,29%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-bange,2024-10-15,0.2649,0%,26%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-bange,2024-11-15,0.2413,0%,24%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-bange,2024-12-15,0.2557,0%,26%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-nierong,2024-01-15,0.2506,0%,25%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-nierong,2024-02-15,0.2371,0%,24%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-nierong,2024-03-15,0.2864,0%,29%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-nierong,2024-04-15,0.316,0%,32%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-nierong,2024-05-15,0.3592,0%,36%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-nierong,2024-06-15,0.3158,0%,32%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-nierong,2024-07-15,0.3626,0%,36%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-nierong,2024-08-15,0.2803,0%,28%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-nierong,2024-09-15,0.2163,0%,22%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-nierong,2024-10-15,0.2432,0%,24%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-nierong,2024-11-15,0.2068,0%,21%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-nierong,2024-12-15,0.247,0%,25%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-seni,2024-01-15,0.2441,0%,24%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-seni,2024-02-15,0.2476,0%,25%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-seni,2024-03-15,0.253,0%,25%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-seni,2024-04-15,0.2781,0%,28%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-seni,2024-05-15,0.3431,0%,34%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-seni,2024-06-15,0.3886,0%,39%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-seni,2024-07-15,0.3468,0%,35%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-seni,2024-08-15,0.3225,0%,32%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-seni,2024-09-15,0.3108,0%,31%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-seni,2024-10-15,0.2178,0%,22%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-seni,2024-11-15,0.2249,0%,22%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-seni,2024-12-15,0.2355,0%,24%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-shenzha,2024-01-15,0.2056,0%,21%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-shenzha,2024-02-15,0.2228,0%,22%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-shenzha,2024-03-15,0.261,0%,26%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-shenzha,2024-04-15,0.3235,0%,32%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-shenzha,2024-05-15,0.3282,0%,33%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-shenzha,2024-06-15,0.4193,0%,42%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-shenzha,2024-07-15,0.321,0%,32%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-shenzha,2024-08-15,0.2927,0%,29%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-shenzha,2024-09-15,0.3179,0%,32%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-shenzha,2024-10-15,0.3041,0%,30%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-shenzha,2024-11-15,0.2495,0%,25%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
naqu-shenzha,2024-12-15,0.2458,0%,25%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-jiangzi,2024-01-15,0.308,0%,31%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-jiangzi,2024-02-15,0.2908,0%,29%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-jiangzi,2024-03-15,0.3702,0%,37%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-jiangzi,2024-04-15,0.3659,0%,37%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-jiangzi,2024-05-15,0.46,0%,46%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-jiangzi,2024-06-15,0.4492,0%,45%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
