region_id,scene_date,ndvi,ndvi_change,vegetation_cover,snow_cover,grassland_type,degradation_level,carrying_capacity_sheep_unit,data_source,source_id,dataset_name,is_sample
changdu-jiangda,2024-05-15,0.528,0%,53%,12.3%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-jiangda,2024-06-15,0.5024,0%,50%,11.9%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-jiangda,2024-07-15,0.4784,0%,48%,4.8%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-jiangda,2024-08-15,0.4325,0%,43%,1.7%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-jiangda,2024-09-15,0.4192,0%,42%,3.1%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-jiangda,2024-10-15,0.4201,0%,42%,11.0%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-jiangda,2024-11-15,0.3643,0%,36%,4.9%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-jiangda,2024-12-15,0.3417,0%,34%,3.3%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-karuo,2024-01-15,0.3689,0%,37%,18.2%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-karuo,2024-02-15,0.3508,0%,35%,21.4%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-karuo,2024-03-15,0.3536,0%,35%,15.2%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-karuo,2024-04-15,0.4266,0%,43%,8.9%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-karuo,2024-05-15,0.5088,0%,51%,6.0%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-karuo,2024-06-15,0.4556,0%,46%,0.0%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-karuo,2024-07-15,0.4949,0%,49%,5.7%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-karuo,2024-08-15,0.4739,0%,47%,4.4%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-karuo,2024-09-15,0.4142,0%,41%,0.0%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-karuo,2024-10-15,0.3991,0%,40%,0.0%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-karuo,2024-11-15,0.3572,0%,36%,0.0%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-karuo,2024-12-15,0.3907,0%,39%,0.0%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-leiwuqi,2024-01-15,0.3091,0%,31%,32.4%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-leiwuqi,2024-02-15,0.3661,0%,37%,33.0%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-leiwuqi,2024-03-15,0.4321,0%,43%,26.9%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-leiwuqi,2024-04-15,0.4421,0%,44%,27.6%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-leiwuqi,2024-05-15,0.488,0%,49%,21.6%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-leiwuqi,2024-06-15,0.504,0%,50%,16.1%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-leiwuqi,2024-07-15,0.5264,0%,53%,6.9%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-leiwuqi,2024-08-15,0.4931,0%,49%,12.6%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-leiwuqi,2024-09-15,0.4319,0%,43%,6.8%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-leiwuqi,2024-10-15,0.3471,0%,35%,11.2%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-leiwuqi,2024-11-15,0.3669,0%,37%,8.4%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-leiwuqi,2024-12-15,0.3325,0%,33%,10.3%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-luolong,2024-01-15,0.3447,0%,34%,35.3%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-luolong,2024-02-15,0.3354,0%,34%,34.8%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-luolong,2024-03-15,0.3794,0%,38%,30.5%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-luolong,2024-04-15,0.4177,0%,42%,27.1%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-luolong,2024-05-15,0.5088,0%,51%,22.5%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-luolong,2024-06-15,0.4819,0%,48%,18.6%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-luolong,2024-07-15,0.4918,0%,49%,8.0%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-luolong,2024-08-15,0.4888,0%,49%,8.7%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-luolong,2024-09-15,0.402,0%,40%,12.4%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-luolong,2024-10-15,0.3686,0%,37%,5.1%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-luolong,2024-11-15,0.2846,0%,28%,14.8%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
changdu-luolong,2024-12-15,0.2886,0%,29%,14.4%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
gannan-luqu,2024-01-15,0.3047,0%,30%,19.3%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
gannan-luqu,2024-02-15,0.3648,0%,36%,16.0%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
gannan-luqu,2024-03-15,0.4478,0%,45%,17.3%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
gannan-luqu,2024-04-15,0.4438,0%,44%,13.9%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
gannan-luqu,2024-05-15,0.465,0%,46%,10.9%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
gannan-luqu,2024-06-15,0.4812,0%,48%,6.2%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
gannan-luqu,2024-07-15,0.4918,0%,49%,0.0%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
gannan-luqu,2024-08-15,0.4284,0%,43%,0.0%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
gannan-luqu,2024-09-15,0.4199,0%,42%,0.0%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
gannan-luqu,2024-10-15,0.3792,0%,38%,2.3%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
gannan-luqu,2024-11-15,0.3952,0%,40%,0.4%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
gannan-luqu,2024-12-15,0.3494,0%,35%,0.0%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-seda,2024-01-15,0.2479,0%,25%,42.5%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-seda,2024-02-15,0.2039,0%,20%,36.8%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-seda,2024-03-15,0.2074,0%,21%,36.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-seda,2024-04-15,0.2514,0%,25%,29.1%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-seda,2024-05-15,0.3336,0%,33%,23.9%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-seda,2024-06-15,0.3461,0%,35%,18.8%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-seda,2024-07-15,0.3559,0%,36%,16.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-seda,2024-08-15,0.3026,0%,30%,11.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-seda,2024-09-15,0.2582,0%,26%,8.3%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-seda,2024-10-15,0.2008,0%,20%,15.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-seda,2024-11-15,0.2442,0%,24%,14.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-seda,2024-12-15,0.2319,0%,23%,12.5%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-shiqu,2024-01-15,0.2542,0%,25%,46.6%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-shiqu,2024-02-15,0.2589,0%,26%,43.4%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-shiqu,2024-03-15,0.375,0%,38%,42.8%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-shiqu,2024-04-15,0.3076,0%,31%,33.4%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-shiqu,2024-05-15,0.3543,0%,35%,32.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-shiqu,2024-06-15,0.3585,0%,36%,28.3%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-shiqu,2024-07-15,0.3389,0%,34%,20.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-shiqu,2024-08-15,0.3952,0%,40%,23.5%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-shiqu,2024-09-15,0.3401,0%,34%,20.7%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-shiqu,2024-10-15,0.2195,0%,22%,21.7%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-shiqu,2024-11-15,0.2223,0%,22%,22.7%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
ganzi-shiqu,2024-12-15,0.2336,0%,23%,22.3%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-jiuzhi,2024-01-15,0.2813,0%,28%,22.0%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-jiuzhi,2024-02-15,0.3373,0%,34%,25.2%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-jiuzhi,2024-03-15,0.4105,0%,41%,19.6%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-jiuzhi,2024-04-15,0.4634,0%,46%,17.0%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-jiuzhi,2024-05-15,0.5189,0%,52%,16.8%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-jiuzhi,2024-06-15,0.4912,0%,49%,14.5%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-jiuzhi,2024-07-15,0.4458,0%,45%,8.0%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-jiuzhi,2024-08-15,0.4533,0%,45%,5.6%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-jiuzhi,2024-09-15,0.4609,0%,46%,4.1%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-jiuzhi,2024-10-15,0.3914,0%,39%,7.1%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-jiuzhi,2024-11-15,0.2811,0%,28%,5.4%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-jiuzhi,2024-12-15,0.32,0%,32%,3.6%,山地草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-maqin,2024-01-15,0.2037,0%,20%,32.6%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-maqin,2024-02-15,0.2462,0%,25%,27.8%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-maqin,2024-03-15,0.2666,0%,27%,26.6%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-maqin,2024-04-15,0.3146,0%,31%,23.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-maqin,2024-05-15,0.2725,0%,27%,18.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-maqin,2024-06-15,0.4093,0%,41%,17.3%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-maqin,2024-07-15,0.3406,0%,34%,12.7%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-maqin,2024-08-15,0.378,0%,38%,8.3%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-maqin,2024-09-15,0.2647,0%,26%,5.3%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-maqin,2024-10-15,0.2702,0%,27%,8.1%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-maqin,2024-11-15,0.3293,0%,33%,7.6%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
guoluo-maqin,2024-12-15,0.1947,0%,19%,4.1%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
haibei-gangcha,2024-01-15,0.2664,0%,27%,14.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
haibei-gangcha,2024-02-15,0.3081,0%,31%,20.1%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
haibei-gangcha,2024-03-15,0.292,0%,29%,10.3%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
haibei-gangcha,2024-04-15,0.3178,0%,32%,14.3%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
haibei-gangcha,2024-05-15,0.2985,0%,30%,9.7%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
haibei-gangcha,2024-06-15,0.3239,0%,32%,6.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
haibei-gangcha,2024-07-15,0.347,0%,35%,1.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
haibei-gangcha,2024-08-15,0.3408,0%,34%,2.8%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
haibei-gangcha,2024-09-15,0.3123,0%,31%,0.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
haibei-gangcha,2024-10-15,0.2471,0%,25%,0.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
haibei-gangcha,2024-11-15,0.1998,0%,20%,0.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
haibei-gangcha,2024-12-15,0.1974,0%,20%,0.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
huangnan-zeku,2024-01-15,0.1897,0%,19%,22.9%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
huangnan-zeku,2024-02-15,0.2636,0%,26%,21.6%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
huangnan-zeku,2024-03-15,0.2057,0%,21%,26.3%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
huangnan-zeku,2024-04-15,0.2986,0%,30%,20.8%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
huangnan-zeku,2024-05-15,0.3492,0%,35%,13.9%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
huangnan-zeku,2024-06-15,0.3949,0%,39%,5.5%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
huangnan-zeku,2024-07-15,0.3477,0%,35%,8.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
huangnan-zeku,2024-08-15,0.3557,0%,36%,6.4%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
huangnan-zeku,2024-09-15,0.2829,0%,28%,5.6%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
huangnan-zeku,2024-10-15,0.2391,0%,24%,1.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
huangnan-zeku,2024-11-15,0.2141,0%,21%,8.4%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
huangnan-zeku,2024-12-15,0.2666,0%,27%,10.6%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-anduo,2024-01-15,0.2443,0%,24%,67.6%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-anduo,2024-02-15,0.2077,0%,21%,70.5%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-anduo,2024-03-15,0.3005,0%,30%,64.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-anduo,2024-04-15,0.2785,0%,28%,55.6%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-anduo,2024-05-15,0.3331,0%,33%,51.3%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-anduo,2024-06-15,0.3404,0%,34%,40.1%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
